Id,Name,Email,Gender,Age,GPA,Intership,extracurricular_activities,Study Hours,Sleep Hours,social_platform_preference,daily_social_media_time,stress_level,Department,Attendance (%),Grade,DataBase_score,sychology_score,AI_score,Calculus_score,ComputerNetwork_score,MobileAppDev_Score
324,David,david.wright.324@gslingacademy.com,male,18,3.37,FALSE,FALSE,6.6,9,Telegram,2.80056425,4,Biology,66,BB,95,81,78,79,65,86
325,Anthony,anthony.oconnor.325@gslingacademy.com,male,22,2.41,FALSE,FALSE,3.6,8.2,Facebook,4.596223091,5,Computer Science,66,AA,85,69,73,79,93,74
326,Laura,laura.miller.326@gslingacademy.com,female,25,3.8,FALSE,TRUE,3.4,6.6,TikTok,1.98887162,10,Computer Science,54,BA,81,92,79,74,85,86
327,Steven,steven.barrett.327@gslingacademy.com,male,23,2.9,FALSE,FALSE,4,8.4,Twitter,7.641183172,1,Chemistry,49,BA,96,91,69,70,99,70
328,Miranda,miranda.ruiz.328@gslingacademy.com,female,24,3.44,FALSE,TRUE,6.3,9.7,Facebook,1.819891787,10,Physics,78,AA,62,77,98,76,99,82
329,Matthew,matthew.anderson.329@gslingacademy.com,male,18,2.51,FALSE,FALSE,6.1,8.5,Facebook,1.782575071,10,Physics,57,BA,60,88,68,66,82,60
330,Kenneth,kenneth.flores.330@gslingacademy.com,male,20,2.02,FALSE,FALSE,3.6,9.1,Facebook,5.071290524,2,Physics,61,AA,62,91,87,80,65,94
331,Sydney,sydney.johnson.331@gslingacademy.com,female,21,3.37,FALSE,FALSE,3.5,9.6,Telegram,2.953517599,10,Physics,53,BA,86,65,66,88,85,60
332,Carla,carla.lewis.332@gslingacademy.com,female,21,3.72,FALSE,FALSE,5.8,9,TikTok,12.29639434,2,Physics,53,AA,78,72,61,78,88,74
333,Jeffrey,jeffrey.shannon.333@gslingacademy.com,male,18,2.04,FALSE,FALSE,3,8.2,TikTok,2.432,4,Computer Science,43,AA,86,100,60,80,78,96
334,Angela,angela.park.334@gslingacademy.com,female,21,2.08,FALSE,FALSE,3.8,9.4,Facebook,3.813867387,8,Chemistry,47,AA,78,99,85,98,86,73
335,Brandon,brandon.smith.335@gslingacademy.com,male,22,2.5,TRUE,FALSE,5.8,8.5,TikTok,3.670157848,3,Computer Science,51,AA,50,99,62,97,60,84
336,Kenneth,kenneth.moody.336@gslingacademy.com,male,24,2.9,FALSE,FALSE,8.1,8.2,TikTok,1.896897207,8,Physics,70,CB,78,95,65,74,69,63
337,Scott,scott.hughes.337@gslingacademy.com,male,22,3.18,FALSE,FALSE,3.3,9.3,Twitter,1.299542877,9,Chemistry,55,AA,88,81,82,97,83,74
338,Cody,cody.jimenez.338@gslingacademy.com,male,18,3.77,FALSE,FALSE,2.1,5.1,Telegram,0,1,Computer Science,43,BB,95,89,63,67,92,75
339,Allen,allen.farmer.339@gslingacademy.com,male,24,2.02,FALSE,TRUE,5.2,8.5,Twitter,1.412,6,Mathematics,48,CC,78,70,66,69,62,100
340,James,james.young.340@gslingacademy.com,male,21,3.26,FALSE,FALSE,3.9,8.7,Telegram,2.050570072,10,Mathematics,42,BB,95,98,66,84,83,100
341,Laura,laura.dawson.341@gslingacademy.com,female,25,2.3,FALSE,FALSE,6.2,6.9,Facebook,1.51177558,7,Mathematics,71,AA,94,75,82,71,90,75
342,Donald,donald.carson.342@gslingacademy.com,male,21,3.86,FALSE,FALSE,4.2,8.5,Instagram,2.491375488,8,Physics,53,BA,96,83,97,72,77,61
343,Wayne,wayne.lane.343@gslingacademy.com,male,23,3.98,FALSE,TRUE,3.5,9.2,Twitter,2.050717699,9,Chemistry,72,AA,61,95,72,71,83,96
344,Robert,robert.johnson.344@gslingacademy.com,male,25,3.07,FALSE,FALSE,2.6,6.5,TikTok,4.686604262,4,Chemistry,49,CB,96,72,93,93,79,64
345,Melissa,melissa.le.345@gslingacademy.com,female,19,2.14,FALSE,FALSE,3.7,6.9,Twitter,0.379810127,7,Chemistry,66,AA,69,69,60,90,88,95
346,David,david.rice.346@gslingacademy.com,male,22,3.85,TRUE,FALSE,3.5,5.9,Instagram,4.979821656,1,Biology,66,CC,76,52,95,54,59,85
347,Dawn,dawn.gomez.347@gslingacademy.com,female,21,3.19,TRUE,FALSE,5.7,9.8,Instagram,4.364072981,4,Computer Science,54,BB,65,74,76,100,95,68
348,Ricky,ricky.nichols.348@gslingacademy.com,male,18,2.03,FALSE,FALSE,3.6,5.7,Telegram,1.153018068,2,Chemistry,79,BB,68,90,99,74,82,86
349,Henry,henry.pitts.349@gslingacademy.com,male,24,3.64,FALSE,FALSE,6.1,7,TikTok,0.451112071,8,Physics,60,CC,95,81,87,86,91,80
350,Christopher,christopher.price.350@gslingacademy.com,male,21,2.55,FALSE,FALSE,4,8.2,TikTok,4.121239341,5,Biology,63,CB,94,88,67,62,66,96
351,Aimee,aimee.adams.351@gslingacademy.com,female,19,2.71,FALSE,FALSE,4.5,9.4,TikTok,4.117185468,1,Physics,51,BB,64,64,60,75,92,61
352,Tammy,tammy.barry.352@gslingacademy.com,female,22,2.51,FALSE,FALSE,8.2,6.1,Instagram,1.415192091,6,Computer Science,90,CC,91,76,76,89,60,85
353,Ryan,ryan.hull.353@gslingacademy.com,male,18,3.99,FALSE,TRUE,8,5.5,Telegram,0.350591099,7,Mathematics,84,BA,98,98,83,77,93,83
354,Samuel,samuel.jackson.354@gslingacademy.com,male,19,3.47,FALSE,FALSE,3.2,9.6,Facebook,4.123,1,Physics,52,CC,90,64,94,68,97,61
355,Joshua,joshua.smith.355@gslingacademy.com,male,21,3.78,FALSE,FALSE,4.7,9.9,Telegram,0,1,Physics,57,BB,96,91,60,91,73,88
356,Sydney,sydney.stevenson.356@gslingacademy.com,female,19,3.71,FALSE,FALSE,4.8,9.7,Facebook,4.092139868,5,Computer Science,76,CC,58,58,100,60,52,82
357,Christopher,christopher.rios.357@gslingacademy.com,male,18,2.59,FALSE,FALSE,5.5,9,Instagram,1.734507754,2,Chemistry,80,BB,66,77,100,88,77,62
358,Brenda,brenda.collins.358@gslingacademy.com,female,20,2.62,FALSE,TRUE,3.4,7.5,Twitter,3.396515869,9,Chemistry,48,BA,99,81,74,74,82,67
359,Diana,diana.griffin.359@gslingacademy.com,female,19,3,FALSE,FALSE,3.8,8.5,Facebook,6.584790681,3,Computer Science,68,CC,97,94,83,84,77,79
360,Gary,gary.gray.360@gslingacademy.com,male,20,2.78,FALSE,TRUE,5.1,8.7,Twitter,2.214059935,1,Physics,79,AA,96,76,77,99,64,83
361,Kimberly,kimberly.torres.361@gslingacademy.com,female,20,2.45,FALSE,FALSE,3.9,8.4,Twitter,4.355359032,6,Biology,69,CC,88,87,82,95,70,87
362,Jeffrey,jeffrey.booker.362@gslingacademy.com,male,20,2.58,FALSE,FALSE,7.1,6.2,Telegram,2.487131767,9,Computer Science,59,CC,81,86,100,66,98,97
363,Nicole,nicole.buchanan.363@gslingacademy.com,female,24,2.98,FALSE,FALSE,3.6,9.1,Telegram,5.423,9,Chemistry,77,DD,71,79,65,99,91,98
364,Kristin,kristin.johnson.364@gslingacademy.com,female,21,3.14,FALSE,FALSE,4,5.8,Facebook,6.05462508,9,Physics,65,DC,95,76,83,84,96,61
365,Emily,emily.bell.365@gslingacademy.com,female,23,3.59,FALSE,FALSE,3.4,10,Twitter,1.889970765,10,Computer Science,43,DC,92,92,76,49,93,75
366,Francis,francis.nelson.366@gslingacademy.com,male,22,2.22,FALSE,FALSE,3.9,9.1,Instagram,4.095283005,7,Chemistry,54,DC,67,64,74,65,94,96
367,Tracy,tracy.harris.367@gslingacademy.com,male,22,3.12,FALSE,FALSE,3.1,6.8,Telegram,3.630875126,9,Physics,41,DD,70,73,67,96,86,89
368,Sheila,sheila.sosa.368@gslingacademy.com,female,19,3.44,FALSE,FALSE,6.9,9.1,TikTok,3.837657218,2,Computer Science,49,DD,89,70,97,60,79,79
369,Ashley,ashley.mendez.369@gslingacademy.com,female,24,2.54,FALSE,FALSE,3.5,9.9,Instagram,2.532,3,Chemistry,55,CB,78,53,77,59,95,80
370,Matthew,matthew.griffin.370@gslingacademy.com,male,25,2.1,FALSE,FALSE,0.8,8,Instagram,4.033702141,9,Biology,41,DD,79,61,99,66,60,76
371,Timothy,timothy.mann.371@gslingacademy.com,male,23,3.98,FALSE,FALSE,7.7,5.3,Facebook,1.871814188,7,Biology,63,CB,87,96,63,69,69,81
372,Christine,christine.foster.372@gslingacademy.com,female,25,3.71,TRUE,FALSE,8.3,6.1,TikTok,2.136925918,10,Computer Science,68,BB,87,55,74,73,77,61
373,Julie,julie.yates.373@gslingacademy.com,female,19,2.98,FALSE,FALSE,7.7,8.8,TikTok,3.550119771,8,Biology,63,CB,54,95,94,99,58,94
374,William,william.ballard.374@gslingacademy.com,male,25,2.01,TRUE,TRUE,3.7,9.3,TikTok,4.312,5,Physics,62,BB,73,65,78,77,97,96
375,Kristen,kristen.adams.375@gslingacademy.com,female,25,2.09,FALSE,TRUE,7,8.4,Telegram,3.732527678,9,Physics,59,DD,81,72,63,69,73,80
376,Chelsea,chelsea.mitchell.376@gslingacademy.com,female,25,3.11,FALSE,FALSE,7.8,9,TikTok,1.847063173,3,Physics,47,DD,65,87,91,71,90,90
377,Patrick,patrick.everett.377@gslingacademy.com,male,22,2,FALSE,FALSE,4.1,10,Instagram,5.08863077,5,Computer Science,69,DD,94,94,62,68,79,68
378,Carla,carla.parker.378@gslingacademy.com,female,19,3.9,FALSE,FALSE,6.5,8.5,Facebook,0,10,Computer Science,67,CB,94,69,78,76,63,71
379,Casey,casey.galvan.379@gslingacademy.com,male,22,2.63,FALSE,FALSE,3.5,5.4,Telegram,3.928598582,8,Mathematics,67,CC,96,89,89,60,99,93
380,Eric,eric.moran.380@gslingacademy.com,male,24,2.61,FALSE,TRUE,3.3,9.1,Twitter,4.312,2,Biology,44,DC,92,79,100,93,63,98
381,Tabitha,tabitha.hudson.381@gslingacademy.com,female,18,2.04,FALSE,TRUE,4.5,7.6,TikTok,3.309712655,10,Physics,47,DC,85,83,65,76,94,60
382,Lance,lance.salazar.382@gslingacademy.com,male,22,3.27,FALSE,FALSE,4.4,5.9,Telegram,5.639692982,1,Mathematics,51,DC,77,83,91,84,74,62
383,Melissa,melissa.williamson.383@gslingacademy.com,female,21,3.27,TRUE,FALSE,1.3,7.1,Facebook,3.030561826,2,Chemistry,51,DC,89,79,74,79,74,61
384,James,james.castro.384@gslingacademy.com,male,24,3.41,FALSE,FALSE,4,6.5,Twitter,3.504759605,7,Mathematics,63,DC,75,61,65,90,92,80
385,Joseph,joseph.johnson.385@gslingacademy.com,male,24,2.08,TRUE,FALSE,9.7,5,Instagram,0.561684914,4,Computer Science,70,DD,69,69,67,70,78,66
386,Gene,gene.woodward.386@gslingacademy.com,male,24,3.96,FALSE,TRUE,3.4,5.1,TikTok,3.256832867,1,Physics,51,CB,97,94,77,63,98,98
387,Patricia,patricia.watson.387@gslingacademy.com,female,23,3.42,FALSE,FALSE,1.4,8.8,TikTok,2.487468378,4,Physics,50,DC,93,87,85,98,85,95
388,John,john.carey.388@gslingacademy.com,male,24,2.51,FALSE,FALSE,5.6,9.8,Facebook,2.456557666,2,Mathematics,47,CC,100,98,93,100,77,76
389,Sara,sara.cochran.389@gslingacademy.com,female,21,2.14,FALSE,FALSE,8.3,6.2,Telegram,0,7,Chemistry,83,DD,70,51,84,66,64,88
390,Jamie,jamie.suarez.390@gslingacademy.com,female,21,2.34,TRUE,TRUE,3.7,8.5,Telegram,6.459268294,8,Biology,51,DC,68,96,71,86,94,89
391,Steven,steven.frazier.391@gslingacademy.com,male,22,2.92,FALSE,FALSE,3.5,8.3,Twitter,1.089040512,5,Mathematics,56,DD,89,88,89,98,89,96
392,Nicholas,nicholas.hart.392@gslingacademy.com,male,21,2.24,FALSE,TRUE,3.4,6.7,TikTok,2.414485301,6,Physics,60,DD,60,67,82,77,72,72
393,Cheryl,cheryl.arias.393@gslingacademy.com,female,23,2.06,FALSE,FALSE,4,7.1,Facebook,0.027674833,8,Computer Science,70,DC,80,81,88,78,94,85
394,Marc,marc.brock.394@gslingacademy.com,male,25,2.17,TRUE,FALSE,4.4,7.6,Telegram,0.103203125,4,Biology,43,DD,67,65,61,76,58,84
395,Timothy,timothy.perez.395@gslingacademy.com,male,18,2.57,FALSE,FALSE,9.1,5,TikTok,0.138126212,6,Chemistry,65,DD,97,86,60,66,74,96
396,Courtney,courtney.rodriguez.396@gslingacademy.com,female,23,2.71,FALSE,FALSE,3.6,8.2,Telegram,6.098436824,3,Physics,74,DD,68,97,85,86,85,73
397,Samantha,samantha.clark.397@gslingacademy.com,female,22,2.22,FALSE,FALSE,5.1,9.4,Instagram,0,10,Chemistry,62,BB,97,65,100,56,73,95
398,Francisco,francisco.reilly.398@gslingacademy.com,male,19,3.23,FALSE,FALSE,2.9,5.4,Instagram,1.852371373,6,Mathematics,42,DD,88,97,61,80,80,84
399,Denise,denise.young.399@gslingacademy.com,female,21,3.9,FALSE,FALSE,6.6,9.3,TikTok,2.19932807,7,Computer Science,81,DD,89,68,64,79,66,66
400,Darrell,darrell.williams.400@gslingacademy.com,male,19,3.15,FALSE,FALSE,3.9,9.9,TikTok,1.524697332,2,Mathematics,62,DC,91,87,63,95,88,62
401,Andrew,andrew.smith.401@gslingacademy.com,male,20,3.5,FALSE,FALSE,6.2,8.5,TikTok,5.132,7,Chemistry,53,DC,90,86,100,96,77,60
402,Teresa,teresa.stafford.402@gslingacademy.com,female,22,3.16,FALSE,FALSE,4.1,6.6,Twitter,2.140940354,2,Mathematics,57,DD,63,92,91,89,92,76
403,Cory,cory.harris.403@gslingacademy.com,male,19,3.75,FALSE,FALSE,3.6,7.8,Facebook,0.523970981,5,Chemistry,49,BA,87,72,72,68,85,78
404,Douglas,douglas.irwin.404@gslingacademy.com,male,23,2.95,FALSE,FALSE,1.9,9.5,Twitter,4.863159197,7,Physics,53,BA,92,79,92,67,68,72
405,Deborah,deborah.miller.405@gslingacademy.com,female,22,3.55,FALSE,FALSE,5.4,8.9,Instagram,6.114075606,2,Physics,71,BA,68,61,91,60,86,62
406,Autumn,autumn.hernandez.406@gslingacademy.com,female,24,2.29,FALSE,FALSE,3.4,5.5,Instagram,5.500330598,7,Chemistry,52,AA,71,70,95,79,77,68
407,Paul,paul.serrano.407@gslingacademy.com,male,18,3.3,FALSE,FALSE,6,8.4,Instagram,0,7,Mathematics,56,BA,76,82,71,70,89,76
408,Matthew,matthew.griffin.408@gslingacademy.com,male,23,2.44,TRUE,FALSE,3.8,7,Telegram,0,7,Chemistry,51,AA,69,63,67,69,92,77
409,Evan,evan.holmes.409@gslingacademy.com,male,20,3.44,FALSE,TRUE,3.7,8.1,Instagram,0,5,Mathematics,51,AA,75,77,74,80,94,74
410,Cynthia,cynthia.baker.410@gslingacademy.com,female,20,3.27,FALSE,FALSE,3.3,5.9,Instagram,4.076803574,8,Computer Science,42,AA,87,84,97,94,87,85
411,Sandra,sandra.melendez.411@gslingacademy.com,female,25,3.09,FALSE,FALSE,4.1,9,Telegram,2.312,2,Physics,71,AA,98,76,89,93,85,75
412,Claudia,claudia.munoz.412@gslingacademy.com,female,18,3.42,FALSE,FALSE,3.7,7.2,TikTok,7.794076036,6,Physics,58,BA,96,66,71,87,89,61
413,Christopher,christopher.nguyen.413@gslingacademy.com,male,20,2.33,FALSE,TRUE,8.2,8.5,Facebook,4.312,7,Chemistry,83,AA,99,93,100,97,92,90
414,David,david.jennings.414@gslingacademy.com,male,20,3.76,FALSE,FALSE,3.5,9.9,Telegram,5.136273076,9,Mathematics,48,Fail,74,82,87,36,61,88
415,Joel,joel.morris.415@gslingacademy.com,male,22,2.02,TRUE,FALSE,3.3,5.5,Twitter,5.171044005,1,Computer Science,45,BA,56,76,71,66,54,91
416,Rhonda,rhonda.bradley.416@gslingacademy.com,female,20,3.35,FALSE,FALSE,3.3,8.6,Instagram,1.002075447,3,Computer Science,50,AA,68,89,63,81,92,97
417,Melissa,melissa.brown.417@gslingacademy.com,female,23,3.21,FALSE,FALSE,3.4,9.8,Facebook,1.320538437,5,Physics,44,BB,93,78,85,48,68,75
418,Matthew,matthew.kramer.418@gslingacademy.com,male,24,3.92,TRUE,FALSE,3.7,9,Telegram,6.088921546,1,Computer Science,49,BA,53,56,75,98,92,73
419,Austin,austin.bass.419@gslingacademy.com,male,24,3.42,FALSE,TRUE,3,8,Telegram,0,5,Chemistry,45,BB,95,99,94,92,90,77
420,Jennifer,jennifer.west.420@gslingacademy.com,female,22,3.43,FALSE,FALSE,3.7,6.8,Facebook,2.679777182,10,Computer Science,61,AA,100,97,91,95,90,95
421,Patricia,patricia.mccormick.421@gslingacademy.com,female,21,2.05,FALSE,FALSE,2.9,7.7,Facebook,4.394332723,2,Physics,58,Fail,84,69,100,69,77,87
422,Sandra,sandra.jacobs.422@gslingacademy.com,female,23,2.33,FALSE,FALSE,5.5,5.4,Facebook,3.953270524,5,Computer Science,51,BB,75,62,60,82,91,96
423,Jasmine,jasmine.clark.423@gslingacademy.com,female,18,3.68,FALSE,FALSE,3,5.7,Twitter,2.206418072,6,Physics,58,AA,97,79,78,31,99,84
424,Jeffrey,jeffrey.young.424@gslingacademy.com,male,23,3.84,FALSE,FALSE,3.2,9.1,Instagram,2.122428017,6,Mathematics,40,CB,80,96,64,91,68,71
425,Jason,jason.hernandez.425@gslingacademy.com,male,25,3.82,FALSE,FALSE,7.1,9.6,Telegram,0.481720869,1,Chemistry,42,BB,90,79,73,76,68,95
426,Christopher,christopher.hamilton.426@gslingacademy.com,male,21,2.99,FALSE,FALSE,3.8,9.7,Telegram,1.160271875,10,Computer Science,70,BB,100,68,95,95,88,83
427,Monique,monique.peterson.427@gslingacademy.com,female,22,2.49,FALSE,FALSE,3.6,8.1,Facebook,6.26137351,6,Biology,58,AA,81,69,92,65,89,69
428,Jill,jill.sexton.428@gslingacademy.com,female,22,3.16,FALSE,TRUE,3.6,8.4,Facebook,3.407209307,8,Mathematics,51,BA,66,84,75,93,84,69
429,Jennifer,jennifer.kemp.429@gslingacademy.com,female,19,3.56,FALSE,FALSE,2,9.4,Facebook,1.771187935,2,Physics,45,Fail,67,93,74,81,87,76
430,David,david.harris.430@gslingacademy.com,male,24,3.58,FALSE,FALSE,3.5,5.8,Instagram,4.236075693,9,Physics,68,BA,83,99,94,93,95,93
431,Cheryl,cheryl.snyder.431@gslingacademy.com,female,25,2.82,FALSE,FALSE,3.6,8.7,TikTok,2.081666286,1,Chemistry,68,Fail,79,89,76,86,61,81
432,Nathan,nathan.armstrong.432@gslingacademy.com,male,19,2.98,FALSE,FALSE,3.8,5.5,Twitter,5.21,9,Physics,51,Fail,74,96,61,87,94,60
433,Patrick,patrick.ryan.433@gslingacademy.com,male,21,3.21,FALSE,FALSE,3.8,7,Twitter,1.834051356,10,Chemistry,49,CC,86,55,51,54,94,61
434,Christian,christian.wilkins.434@gslingacademy.com,male,24,2.15,FALSE,FALSE,9,7.8,Telegram,0.170022862,6,Chemistry,87,CC,71,87,68,66,67,99
435,Clinton,clinton.martin.435@gslingacademy.com,male,22,2.73,TRUE,FALSE,4.3,9,TikTok,6.189539512,10,Computer Science,63,AA,89,83,91,94,93,69
436,Adriana,adriana.sandoval.436@gslingacademy.com,female,19,2.92,FALSE,FALSE,3.9,5.8,Instagram,4.254818928,2,Physics,53,CB,93,90,81,88,90,74
437,Jeremy,jeremy.harvey.437@gslingacademy.com,male,25,3.51,FALSE,FALSE,1.6,9.5,Twitter,4.239852378,6,Mathematics,40,BB,67,87,97,62,60,79
438,Caitlin,caitlin.murillo.438@gslingacademy.com,female,25,2.75,FALSE,FALSE,7,8.5,Facebook,1.921519138,3,Biology,75,CB,88,86,75,60,50,79
439,Andrew,andrew.green.439@gslingacademy.com,male,19,3.26,FALSE,FALSE,6.6,8.8,Facebook,2.88080065,7,Chemistry,65,AA,100,60,99,98,75,94
440,Rodney,rodney.bennett.440@gslingacademy.com,male,22,3.74,FALSE,FALSE,7.3,8.2,Telegram,2.006574352,7,Chemistry,59,AA,91,63,65,69,94,98
441,Megan,megan.moyer.441@gslingacademy.com,female,24,3.26,TRUE,FALSE,2.4,7.6,Twitter,0.172020399,9,Biology,47,AA,68,95,64,97,99,60
442,Mathew,mathew.burns.442@gslingacademy.com,male,19,2.37,FALSE,FALSE,3.9,9.2,Twitter,4.802936758,4,Physics,68,AA,74,74,75,99,99,85
443,Tammie,tammie.stanley.443@gslingacademy.com,female,24,2.67,FALSE,FALSE,3.6,7.9,Twitter,4.589073177,6,Mathematics,83,AA,65,70,67,93,81,63
444,James,james.glover.444@gslingacademy.com,male,19,2.02,FALSE,FALSE,3.9,5.6,Telegram,3.795251824,10,Mathematics,66,BA,98,87,76,65,94,67
445,Michelle,michelle.reeves.445@gslingacademy.com,female,22,2.7,FALSE,FALSE,3.8,7.4,Telegram,3.054202638,3,Chemistry,67,CC,90,69,78,39,95,82
446,Rhonda,rhonda.hall.446@gslingacademy.com,female,18,3.5,TRUE,FALSE,3.4,8.8,Telegram,1.227971284,9,Computer Science,52,BA,95,90,59,91,77,99
447,Matthew,matthew.kidd.447@gslingacademy.com,male,18,3.6,FALSE,FALSE,3.2,9.6,Instagram,3.666401137,8,Chemistry,40,CC,52,64,56,63,82,83
448,Joseph,joseph.stone.448@gslingacademy.com,male,18,3.47,FALSE,FALSE,3.6,7.4,Telegram,1.053161118,8,Biology,68,Fail,77,61,73,79,65,89
449,Jessica,jessica.mendoza.449@gslingacademy.com,female,20,3.05,FALSE,FALSE,3.8,9.8,Twitter,1.327199081,2,Computer Science,67,BA,73,96,89,93,87,96
450,Susan,susan.brown.450@gslingacademy.com,female,25,3.06,FALSE,FALSE,2.9,6.3,Twitter,1.06802088,1,Physics,45,Fail,81,82,90,76,97,86
451,Lori,lori.ryan.451@gslingacademy.com,female,25,3.94,FALSE,FALSE,4.2,7.1,Instagram,1.69268737,8,Chemistry,57,Fail,63,87,83,64,85,72
452,Ryan,ryan.cruz.452@gslingacademy.com,male,19,2.13,FALSE,FALSE,5.5,9.8,Facebook,1.497903981,4,Mathematics,54,AA,68,67,93,98,75,88
453,Nicholas,nicholas.johnson.453@gslingacademy.com,male,22,3.64,FALSE,FALSE,4.6,8.5,Twitter,4.458406825,4,Chemistry,60,BA,87,98,85,96,77,96
454,Joseph,joseph.schmidt.454@gslingacademy.com,male,23,3.56,FALSE,FALSE,5.1,9.6,Facebook,0.973930047,8,Physics,48,BA,90,94,75,92,86,87
455,Daniel,daniel.brown.455@gslingacademy.com,male,22,3.16,FALSE,FALSE,4.1,9.3,Telegram,2.973961749,2,Chemistry,57,AA,84,78,96,92,99,97
456,Harold,harold.vazquez.456@gslingacademy.com,male,20,3.56,FALSE,FALSE,4.1,6.6,Facebook,4.214967949,7,Chemistry,51,BA,80,76,72,100,69,71
457,Lance,lance.parsons.457@gslingacademy.com,male,25,2.81,FALSE,TRUE,7.9,8.4,Twitter,4.132,9,Physics,58,BA,82,88,89,72,60,69
458,Jill,jill.mathews.458@gslingacademy.com,female,19,2.94,FALSE,TRUE,3.6,8.8,Instagram,3.765859306,2,Chemistry,64,BB,76,87,67,68,89,77
459,Crystal,crystal.nguyen.459@gslingacademy.com,female,23,3.8,FALSE,FALSE,4.1,6.4,TikTok,0,8,Computer Science,69,AA,79,73,81,82,69,100
460,Susan,susan.perez.460@gslingacademy.com,female,19,2.62,FALSE,FALSE,3.9,6.6,Facebook,2.540477119,1,Mathematics,55,AA,68,72,81,95,90,99
461,Brenda,brenda.powers.461@gslingacademy.com,female,21,2.1,FALSE,TRUE,2.9,8.3,Facebook,4.428412335,4,Biology,53,BB,70,76,89,88,87,62
462,Samuel,samuel.thompson.462@gslingacademy.com,male,25,2.39,FALSE,FALSE,6.9,6.5,TikTok,1.033048295,4,Biology,69,AA,86,97,77,83,79,62
463,Taylor,taylor.nelson.463@gslingacademy.com,female,23,3.29,FALSE,TRUE,3.5,7.9,Facebook,5.657469212,3,Mathematics,65,BA,63,81,79,96,96,89
464,Kimberly,kimberly.west.464@gslingacademy.com,female,23,3.51,FALSE,FALSE,8.9,7.2,Facebook,5.613188141,4,Physics,83,BB,94,71,92,92,60,78
465,Brad,brad.lee.465@gslingacademy.com,male,22,2.79,TRUE,FALSE,2.8,6.8,Facebook,4.005965379,7,Chemistry,43,AA,88,90,73,50,93,71
466,Clayton,clayton.green.466@gslingacademy.com,male,24,2.47,FALSE,FALSE,3.7,8.6,Telegram,4.910192151,1,Computer Science,72,AA,90,88,67,77,83,64
467,Richard,richard.anderson.467@gslingacademy.com,male,18,3.88,FALSE,FALSE,3.5,9.4,Telegram,5.418719458,5,Computer Science,72,BB,86,95,80,64,66,97
468,Antonio,antonio.flores.468@gslingacademy.com,male,24,2.75,FALSE,FALSE,3.3,8.8,Facebook,3.125832223,8,Computer Science,53,CC,80,84,97,87,97,91
469,Margaret,margaret.mullins.469@gslingacademy.com,female,19,2.18,FALSE,FALSE,3.1,8.7,TikTok,4.757433654,7,Computer Science,40,CC,81,82,85,72,90,71
470,Michael,michael.ball.470@gslingacademy.com,male,19,3.18,FALSE,FALSE,3.7,8.9,Facebook,0.694098811,4,Mathematics,66,BB,96,85,83,74,87,74
471,Allen,allen.booth.471@gslingacademy.com,male,19,2.33,TRUE,TRUE,3.6,5.7,Facebook,4.450974044,6,Chemistry,73,AA,94,71,60,63,93,67
472,Stephanie,stephanie.clark.472@gslingacademy.com,female,20,3.46,FALSE,FALSE,3.8,8.6,TikTok,3.789588808,3,Chemistry,57,BA,99,93,98,96,79,88
473,Sharon,sharon.nelson.473@gslingacademy.com,female,22,3.92,FALSE,FALSE,4.6,9.2,Twitter,7.985673403,1,Physics,60,BA,92,68,73,66,69,87
474,Marco,marco.clark.474@gslingacademy.com,male,20,3.92,FALSE,FALSE,3.8,6.3,Telegram,2.321,9,Physics,69,AA,90,98,82,86,86,89
475,Victor,victor.smith.475@gslingacademy.com,male,19,2.87,TRUE,TRUE,2.6,8,TikTok,5.551311144,2,Mathematics,49,BA,64,78,94,79,92,63
476,Christina,christina.patterson.476@gslingacademy.com,female,20,3.68,FALSE,FALSE,3.5,9.3,Instagram,4.900779117,5,Chemistry,45,AA,69,90,100,90,91,90
477,Jerry,jerry.knight.477@gslingacademy.com,male,18,2.53,FALSE,TRUE,3.5,9.3,Facebook,2.785056794,7,Computer Science,62,BA,93,60,79,72,76,85
478,Madison,madison.jacobs.478@gslingacademy.com,female,23,3.23,FALSE,FALSE,5.7,7.8,Facebook,2.124,10,Computer Science,47,AA,100,87,84,63,62,95
479,Douglas,douglas.watson.479@gslingacademy.com,male,25,2.6,FALSE,FALSE,3.2,9.3,Instagram,2.201092104,10,Biology,43,AA,60,84,85,91,83,84
480,Manuel,manuel.barrett.480@gslingacademy.com,male,25,3.84,FALSE,TRUE,3.8,8.5,Twitter,2.776416751,9,Computer Science,74,AA,71,98,100,71,92,63
481,Janet,janet.martin.481@gslingacademy.com,female,22,3.35,TRUE,FALSE,2.9,9.3,TikTok,4.908976686,1,Chemistry,40,AA,81,54,87,67,74,85
482,Teresa,teresa.flores.482@gslingacademy.com,female,19,2.83,FALSE,TRUE,4.2,8.8,Twitter,3.557816398,4,Computer Science,62,CB,71,77,62,94,69,72
483,Anthony,anthony.mullins.483@gslingacademy.com,male,20,2.74,FALSE,TRUE,3.8,8.4,Instagram,3.068121242,2,Biology,72,AA,67,88,72,83,87,62
484,Julie,julie.zamora.484@gslingacademy.com,female,18,3.5,FALSE,TRUE,1.9,8.9,Facebook,4.647831495,7,Mathematics,45,BB,93,82,98,98,60,65
485,Maria,maria.nguyen.485@gslingacademy.com,female,23,3.67,FALSE,TRUE,5.4,7.9,Facebook,5.321,3,Mathematics,66,CC,80,83,91,88,61,61
